id,word,sum_log_prob,sum_original_metrics_nae,sum_projected_metrics_nae
1.1,If,-4.883889675140381,0.000000000000000,0.000000000000000
1.2,you,-2.875711441040039,3.464212417602539,5.427282810211182
1.3,were,-3.424542903900146,4.730231285095215,5.710722446441650
1.4,to,-2.398319482803345,5.249055862426758,6.086391448974608
1.5,journey,-12.451314926147461,4.130123138427733,4.325031280517578
1.6,to,-1.308938026428223,4.565852165222168,6.045390605926514
1.7,the,-1.552108049392700,3.637272357940674,4.506875991821289
1.8,North,-5.495742797851562,4.396749496459962,4.692968368530273
1.9,of,-6.895437240600586,4.269190788269043,5.466324329376222
1.10,"England ,",-5.673212468624115,8.862754821777344,9.887026786804199
1.11,you,-1.175411105155945,4.577170848846436,6.034634590148926
1.12,would,-1.299823880195618,4.222928524017334,4.874484539031982
1.13,come,-6.625163078308105,4.070879936218262,5.231010913848877
1.14,to,-1.649117469787598,4.926851272583008,5.598077774047852
1.15,a,-3.607224464416504,5.042660713195801,5.304352283477783
1.16,valley,-10.516565322875977,5.470775127410889,5.664328098297119
1.17,that,-2.874265193939209,5.124116897583008,5.932179450988770
1.18,is,-1.969694256782532,5.381710052490233,6.193406105041504
1.19,surrounded,-6.700883512618019,8.563798427581787,10.199652194976807
1.20,by,-0.050777234137058,5.558875083923340,5.962929725646973
1.21,moors,-15.007372736930847,9.930139899253843,11.806383848190308
1.22,as,-6.787022590637207,4.719984054565430,5.509994029998778
1.23,high,-4.852519035339356,5.645450592041017,6.123436927795410
1.24,as,-0.061674684286118,3.852139949798584,4.536730289459229
1.25,mountains .,-10.276895105838776,9.428769826889038,12.118638038635252
1.26,It,-3.793073177337647,0.000000000000000,0.000000000000000
1.27,is,-1.756955385208130,3.434821128845215,4.819902896881104
1.28,in,-4.262043952941895,3.785445213317871,5.715308666229247
1.29,this,-2.422141075134277,2.713446855545044,4.089350700378418
1.30,valley,-8.372756004333496,4.236218929290772,5.054999828338623
1.31,where,-2.037890613079071,7.267284393310548,7.886121988296509
1.32,you,-5.338412284851074,5.417917251586914,5.982351779937744
1.33,would,-4.764632225036621,4.324962139129639,5.144206523895264
1.34,find,-3.081555604934692,4.842758178710938,4.882796764373778
1.35,the,-2.200945377349853,4.389757156372069,4.563289642333983
1.36,city,-5.757556915283202,4.664324760437012,5.143957614898682
1.37,of,-2.221470355987549,5.405157566070557,6.078348636627197
1.38,"Bradford ,",-13.387380123138428,7.079099178314210,8.010560035705566
1.39,where,-2.118507504463196,7.611774921417236,7.509808301925659
1.40,once,-8.014764785766603,4.652809619903564,5.548727035522461
1.41,a,-2.142400979995728,4.439954757690430,4.893538951873778
1.42,thousand,-6.851531028747559,5.446919918060303,5.750294208526611
1.43,spinning,-12.797999382019045,4.316346645355225,4.640177726745605
1.44,jennies,-21.740565368905663,13.649829626083374,16.098349332809448
1.45,that,-8.196695327758789,4.850617885589600,5.490893363952637
1.46,hummed,-12.590025983750820,7.795948266983032,8.309172153472900
1.47,and,-3.251348018646240,5.167139530181885,6.103174686431885
1.48,clattered,-12.348895238712430,13.281126737594604,14.768602371215820
1.49,spun,-14.694634914398193,5.975107192993164,7.099499702453612
1.50,wool,-13.380672454833984,6.686925888061523,7.153029680252075
1.51,into,-6.058764457702638,5.250513076782227,5.601469993591309
1.52,money,-8.116365432739258,4.371714115142821,4.458765029907227
1.53,for,-4.374320983886719,4.740281105041504,4.805812835693358
1.54,the,-1.580396890640259,3.580290317535400,3.981462717056274
1.55,long-bearded,-18.077790930867195,19.121274471282963,22.144394874572754
1.56,mill,-7.155178070068358,3.721704959869385,3.673041582107544
1.57,owners .,-7.784638881683350,10.669741630554201,11.669325828552246
1.58,That,-4.602789878845215,0.000000000000000,0.000000000000000
1.59,all,-7.537246704101562,3.414575099945068,5.782934188842773
1.60,mill,-12.410392761230467,4.025078773498535,5.284920692443848
1.61,owners,-5.231826305389403,5.352884292602539,6.121677398681642
1.62,were,-4.379038810729980,4.200616836547852,5.116377830505371
1.63,generally,-8.463107639923694,8.893164634704590,11.244564533233644
1.64,busy,-7.772043228149414,5.532674789428711,5.868898868560791
1.65,as,-4.897852420806885,3.769707202911377,4.905263900756836
1.66,beavers,-15.743836402893065,7.847392559051514,9.489068508148193
1.67,and,-2.372543811798096,4.594957828521729,5.548873901367188
1.68,quite,-9.670570373535156,4.450469970703125,5.817268371582031
1.69,pleased,-4.809929939336143,8.114217996597290,10.326004981994627
1.70,with,-0.829239964485168,5.439871788024902,5.922526359558105
1.71,themselves,-7.697799682617188,4.036596298217773,4.412914752960205
1.72,for,-4.494444370269775,5.978567123413086,6.496632575988770
1.73,being,-4.778535842895508,5.464123249053955,5.946731090545653
1.74,so,-5.044452667236328,4.622564315795898,5.797973632812500
1.75,successful,-4.013626575469972,4.180566787719727,4.400480747222900
1.76,and,-3.402935266494751,4.150147438049316,5.144231796264648
1.77,well,-5.409870624542236,3.469586610794067,4.461218357086182
1.78,off,-6.487303256988525,4.773412704467773,5.403332710266113
1.79,was,-9.248827934265137,4.839477539062500,5.559893131256104
1.80,known,-8.270950078964232,7.486006736755371,7.894755840301514
1.81,to,-3.633126020431519,5.218119621276856,5.588072776794434
1.82,the,-1.653910398483276,4.331707477569580,4.248976707458496
1.83,residents,-7.935169219970702,5.691592574119568,6.743750333786012
1.84,of,-0.649340808391571,4.431212902069092,5.173400878906250
1.85,"Bradford ,",-12.699251890182497,5.886812210083008,6.370667695999146
1.86,and,-4.090622901916504,5.593865394592285,5.602543830871582
1.87,if,-6.298563957214356,5.378021240234375,5.444524765014648
1.88,you,-3.317224025726318,5.557485103607178,6.019017219543457
1.89,were,-2.193615198135376,5.392366409301758,5.850168704986572
1.90,to,-1.902722835540772,5.246877670288086,5.342440605163574
1.91,go,-4.550952434539795,4.393340587615967,4.846635341644287
1.92,into,-3.022307395935059,4.475191116333008,4.641856193542480
1.93,the,-1.509768247604370,3.716379880905152,3.723137378692627
1.94,city,-5.223338603973389,3.721906423568726,3.870712518692017
1.95,to,-3.098897218704224,5.156200885772705,5.498727321624756
1.96,visit,-5.735481262207031,4.314500808715819,4.687261581420898
1.97,the,-1.904187798500061,4.450078487396240,4.520558357238770
1.98,stately,-11.266188621520994,8.449365854263307,8.892798185348509
1.99,City,-8.294016838073730,3.825204610824585,3.887391328811646
1.100,"Hall ,",-3.380638837814331,9.615918874740601,10.031032800674438
1.101,you,-0.909573435783386,5.272415161132812,6.494782447814941
1.102,would,-1.143598675727844,4.130998134613037,5.270016670227051
1.103,see,-3.761626243591309,4.826283931732178,4.899910926818848
1.104,there,-5.463307380676270,5.245080947875977,6.012485980987549
1.105,the,-6.482317447662354,4.157194137573241,4.112709045410156
1.106,Crest,-13.504696294665337,5.417737245559691,6.347714662551880
1.107,of,-5.429755210876465,4.182397842407227,4.431414604187012
1.108,the,-1.792602181434631,3.942948579788208,4.066240787506104
1.109,City,-3.302503585815430,4.057064533233643,3.963772773742676
1.110,of,-1.966544270515442,4.762782573699951,5.078990936279297
1.111,"Bradford ,",-13.047446012496948,6.329512596130371,6.557811498641968
1.112,which,-3.241996049880981,5.740972042083740,5.966023445129395
1.113,those,-12.346786975860596,8.864605069160461,9.786905765533447
1.114,same,-4.482630729675293,5.210697174072267,5.169485569000244
1.115,mill,-10.179055213928224,3.928997993469238,4.710637092590332
1.116,owners,-3.055669784545898,5.125532150268555,5.384860992431642
1.117,created,-6.120942320761969,8.642474174499513,9.153503417968750
1.118,to,-2.109319686889648,5.056224346160889,5.115816116333008
1.119,celebrate,-5.652948018112512,8.747083663940430,9.625524520874023
