id,word,sum_log_prob,sum_original_metrics_nae,sum_projected_metrics_nae,sum_stack_count
1.1,If,-1.720236778259277,5.282733891354424,4.992824997297380,3.115563336535188
1.2,you,-2.655662536621094,5.556599858225452,5.644806476693892,6.091000157208829
1.3,were,-3.650220155715942,5.367891917195741,5.201436012203391,7.105582747142415
1.4,to,-0.007741094566882,5.000059240972297,5.012744553163444,10.046308095498686
1.5,journey,-11.844308853149414,4.917866464305246,4.671878187147315,12.111400404884195
1.6,to,-8.200216293334961,4.153007010964981,4.314691623862311,13.081886511308619
1.7,the,-8.134512901306152,4.488400273962037,4.721682422172076,14.041415054642238
1.8,North,-4.868170261383057,4.812240094343463,5.343538465474040,16.289300288273605
1.9,of,-12.676688194274902,5.233974164181827,5.269481230348831,18.171311484981729
1.10,"England ,",-23.577004432678219,9.110781088246705,9.248661998649933,38.259246242398987
1.11,you,-15.513050079345705,4.750340724385701,5.030960379376928,17.286642088518747
1.12,would,-11.148056983947754,4.684320260040897,5.162962906668524,5.061499630982019
1.13,come,-8.735245704650879,4.052684369873851,4.046030945100728,6.381285209297380
1.14,to,-2.524231910705566,3.671109645698003,3.996494444735498,8.477751809286362
1.15,a,-7.654426097869872,3.233092501491361,3.107844052751308,10.933299283612440
1.16,valley,-13.127943038940430,3.622259354717083,4.259546529798431,12.869099420810027
1.17,that,-13.330918312072756,5.232663831085058,5.374689011588846,13.223770475157455
1.18,is,-11.403159141540527,3.689995005690238,4.200006424011907,14.122576100875950
1.19,surrounded,-20.119820833206177,8.068360026039580,8.335115487256562,11.071244036627196
1.20,by,-10.149218559265137,3.741629587446465,4.436229495457559,16.680154523340651
1.21,moors,-12.243909597396851,7.944397560009309,8.287026163030026,19.047364671076576
1.22,as,-6.222676277160645,4.729162630536970,4.875865552047745,21.016216618227851
1.23,high,-8.025753974914549,4.517397836884292,4.709945075848117,23.166362527753488
1.24,as,-9.281531333923340,4.019045646717093,3.965427108732185,23.191339239054376
1.25,mountains .,-30.826810836791992,12.262055345666782,12.862128371943179,47.612987024931314
1.26,It,-3.498625755310059,6.591137020989279,6.511260274576038,3.260513552361104
1.27,is,-1.862420916557312,4.557278796833597,4.583023064547496,4.132553425884612
1.28,in,-1.336564898490906,3.525391963162046,3.412124981342226,6.141315490818252
1.29,this,-2.549324035644531,4.956931747009718,5.001212916867177,8.276765480683608
1.30,valley,-8.345106124877930,4.791236218680786,5.279204996846482,9.437356202679801
1.31,where,-17.586416721343994,8.465739165275824,8.775521154266881,10.801026871743312
1.32,you,-16.029350280761722,3.948940235398338,3.870280011745582,9.535352599415836
1.33,would,-10.309265136718750,4.957843292387143,5.515554698084098,11.619741344416136
1.34,find,-4.565884590148926,3.998620094667150,3.895747315076288,12.125092498128780
1.35,the,-7.816304683685303,3.890453997793339,3.958384556464534,14.160990386022821
